label,frame,source,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
sitting_down,5034,20210804_145925_deepfaked.mp4,305.5806579589844,136.79278564453125,316.6152038574219,127.70794677734375,299.9455261230469,126.12942504882812,339.3335266113281,129.6160430908203,295.22027587890625,125.8219223022461,363.26715087890625,171.72239685058594,278.5665283203125,172.0460205078125,373.99566650390625,239.02781677246094,258.6622009277344,236.98434448242188,355.7081604003906,280.65069580078125,254.2697296142578,269.94830322265625,351.5554504394531,280.9971923828125,295.6755676269531,281.44195556640625,366.7210998535156,331.5242614746094,296.4667663574219,338.60064697265625,353.29595947265625,353.770263671875,296.4640197753906,356.6588134765625
sitting_down,1494,20210804_145925_deepfaked.mp4,314.2031555175781,140.8328857421875,323.33294677734375,130.24903869628906,304.8623352050781,131.57400512695312,339.3336181640625,127.85234069824219,295.49420166015625,131.19497680664062,363.7366638183594,166.03195190429688,278.1645202636719,169.171630859375,382.24041748046875,235.36537170410156,257.1163635253906,234.8986358642578,353.0660400390625,271.0261535644531,279.74578857421875,271.0191650390625,353.11798095703125,278.3297424316406,297.0023193359375,280.42626953125,372.6863708496094,336.9145202636719,299.66607666015625,340.0226745605469,354.3935546875,347.0169677734375,304.2561340332031,352.31024169921875
sitting_down,1971,20210804_145925_deepfaked.mp4,307.2510681152344,146.32733154296875,318.8777770996094,137.46652221679688,301.3877258300781,134.51889038085938,342.1519775390625,136.2447509765625,297.35400390625,129.541748046875,364.7627258300781,166.1219482421875,279.1785888671875,164.07083129882812,378.0341796875,232.10107421875,258.6523742675781,231.76417541503906,352.86163330078125,270.3132019042969,281.3466491699219,268.6422119140625,351.2828369140625,275.20245361328125,294.9840087890625,274.8022766113281,365.1770324707031,327.052001953125,294.0133972167969,332.84326171875,349.73199462890625,338.3206787109375,301.67779541015625,341.45526123046875
sitting_down,1335,20210804_145925_deepfaked.mp4,310.0466613769531,147.93499755859375,320.7632751464844,139.39620971679688,303.9256591796875,137.26644897460938,343.6266174316406,135.84085083007812,299.5518493652344,131.34922790527344,365.9840087890625,167.0655517578125,279.7868957519531,165.609130859375,381.3637390136719,234.8076171875,256.8724670410156,232.14163208007812,354.9338684082031,273.88275146484375,276.6596374511719,272.0708312988281,353.59259033203125,278.5057373046875,296.5494689941406,278.7807922363281,374.167236328125,332.40948486328125,299.98736572265625,337.2454833984375,356.7190246582031,345.56842041015625,305.3927001953125,350.3584289550781
sitting_down,1890,20210804_145925_deepfaked.mp4,308.32568359375,148.5054473876953,319.2626647949219,139.5847930908203,302.36517333984375,137.00457763671875,342.24652099609375,136.15476989746094,298.2249450683594,130.6785888671875,364.7178649902344,166.48370361328125,279.6122741699219,164.76658630371094,377.4883117675781,231.42066955566406,260.0267333984375,230.90036010742188,353.49505615234375,270.2571716308594,279.3657531738281,268.0401916503906,350.82550048828125,274.5086975097656,294.5482482910156,274.051025390625,365.8775939941406,323.4896545410156,290.8598937988281,326.74517822265625,348.602783203125,330.950439453125,300.743408203125,333.9609069824219
drinking_water,1095,19697686-hd_1080_1920_60fps.mp4,466.4037170410156,742.30810546875,515.7806396484375,710.928955078125,485.2392883300781,709.7618408203125,639.302978515625,772.8660278320312,561.6591186523438,759.7598266601562,654.0689086914062,1050.1107177734375,571.221923828125,1056.9256591796875,278.6571350097656,1184.894287109375,268.5279235839844,1198.408447265625,122.38169860839844,1042.913818359375,130.0001220703125,1048.6912841796875,613.9652709960938,1773.7691650390625,544.4852905273438,1772.3021240234375,488.94635009765625,1853.7569580078125,461.3791198730469,1891.9530029296875,558.4655151367188,1675.3099365234375,475.75616455078125,1712.0013427734375
sitting_down,714,20210804_145925_deepfaked.mp4,308.6714172363281,146.1332550048828,320.28997802734375,137.53375244140625,303.1275329589844,134.30264282226562,343.9368591308594,136.32876586914062,299.322265625,129.01715087890625,366.67755126953125,167.5102996826172,280.5972900390625,163.36268615722656,382.2103576660156,235.56231689453125,260.4635009765625,230.04148864746094,354.4891052246094,274.7738037109375,273.023193359375,275.22528076171875,351.3275451660156,280.509033203125,294.5118408203125,278.99139404296875,368.6325988769531,333.1587219238281,293.2694396972656,337.6766357421875,351.16644287109375,345.99176025390625,300.6370849609375,349.35760498046875
walking,267,19474120-uhd_2160_3840_30fps.mp4,996.6005859375,1574.0584716796875,989.2083129882812,1542.0084228515625,1005.013427734375,1542.823974609375,891.8216552734375,1558.3070068359375,1058.20361328125,1555.7689208984375,789.7249145507812,1762.27587890625,1146.8197021484375,1760.4581298828125,720.8650512695312,2023.6402587890625,1238.7318115234375,2009.696533203125,797.9963989257812,2190.507568359375,1207.712158203125,2201.8916015625,849.646728515625,2281.54345703125,1094.088134765625,2272.409912109375,868.7783203125,2626.184326171875,1103.124755859375,2575.07861328125,901.1700439453125,2986.027099609375,1062.5167236328125,2834.367431640625
sitting_down,1239,20210804_145925_deepfaked.mp4,314.9088439941406,151.59669494628906,325.33892822265625,141.99105834960938,306.85760498046875,140.78854370117188,344.4703369140625,133.86846923828125,298.0223083496094,131.6285400390625,364.7584228515625,167.49449157714844,279.07806396484375,167.43215942382812,380.7254638671875,234.71240234375,256.10357666015625,233.59671020507812,352.4718017578125,270.6253356933594,274.6794128417969,269.0543518066406,351.62384033203125,277.81341552734375,295.7532958984375,278.38372802734375,367.97540283203125,331.7641906738281,298.29425048828125,334.99896240234375,348.4251708984375,339.2920227050781,302.29864501953125,344.65728759765625
drinking_water,1341,19697686-hd_1080_1920_60fps.mp4,503.64239501953125,732.1243286132812,546.0509643554688,698.953125,528.281982421875,697.3477172851562,656.967041015625,761.2886352539062,628.5942993164062,744.0093994140625,658.4474487304688,1051.2681884765625,668.5695190429688,1050.5919189453125,291.8020324707031,1212.559326171875,316.54766845703125,1217.1708984375,154.09725952148438,1007.9903564453125,162.68714904785156,1020.131103515625,622.6422729492188,1773.1600341796875,613.9229736328125,1764.358642578125,470.7474060058594,1753.8848876953125,473.0407409667969,1790.6822509765625,569.7280883789062,1634.785888671875,516.778564453125,1656.0919189453125
sitting_down,876,20210804_145925_deepfaked.mp4,310.9667053222656,150.58547973632812,322.39532470703125,142.38616943359375,305.2693786621094,138.57723999023438,345.4862365722656,138.74600219726562,300.7972106933594,130.31884765625,368.0235900878906,167.23550415039062,281.0008239746094,164.4998779296875,382.138916015625,236.12564086914062,248.8697967529297,233.84584045410156,354.30621337890625,277.3849182128906,282.0236511230469,191.4704132080078,351.3162536621094,272.7608642578125,293.6180114746094,270.9046325683594,360.7464294433594,325.1320495605469,284.69921875,324.5440979003906,347.8395080566406,345.78173828125,290.98345947265625,348.782958984375
sitting_down,1638,20210804_145925_deepfaked.mp4,305.0294189453125,150.54840087890625,315.7104797363281,141.51278686523438,297.6809997558594,139.87322998046875,337.80230712890625,134.94740295410156,291.8587341308594,131.92861938476562,361.38763427734375,163.42593383789062,278.638671875,162.8817596435547,376.97821044921875,231.6950225830078,259.010986328125,230.5904083251953,348.4327697753906,268.42938232421875,274.6380920410156,267.78594970703125,349.08026123046875,271.3572998046875,295.04522705078125,270.82373046875,365.72503662109375,331.049072265625,295.925537109375,333.46185302734375,349.5820617675781,341.8240966796875,299.9072570800781,344.7070617675781
sitting_down,1932,20210804_145925_deepfaked.mp4,309.587158203125,149.3712158203125,320.5609436035156,140.59207153320312,303.41058349609375,138.00537109375,343.0123291015625,136.94915771484375,298.63134765625,131.38194274902344,364.8786315917969,166.65968322753906,280.05487060546875,164.65792846679688,378.09716796875,231.5997772216797,260.6024169921875,230.03651428222656,354.7086486816406,269.83612060546875,278.7396545410156,267.2897644042969,350.8059997558594,273.56732177734375,294.95672607421875,273.05633544921875,364.5824279785156,322.89654541015625,291.9147644042969,326.7993469238281,347.6611328125,330.8981018066406,300.69140625,333.9611511230469
eating,111,8424998-uhd_2160_3840_24fps.mp4,885.8230590820312,1135.6876220703125,1017.8199462890625,1035.963134765625,846.0657348632812,1007.5067749023438,1316.898193359375,1064.0267333984375,814.1641845703125,1005.6968994140625,1592.879638671875,1623.9766845703125,727.803955078125,1548.78515625,1695.71240234375,2564.07568359375,551.4006958007812,2276.337158203125,1194.0999755859375,2821.245361328125,328.3897705078125,2244.640869140625,1456.7325439453125,2768.4609375,806.6226806640625,2718.988037109375,1676.003173828125,3300.657958984375,238.57498168945312,3286.86328125,1729.32421875,3794.4111328125,556.6235961914062,3840.0
sitting_down,165,8211909-hd_1080_1920_25fps.mp4,732.1111450195312,1040.212890625,812.8235473632812,974.2651977539062,666.787353515625,950.9755249023438,890.2247924804688,960.8192749023438,529.4337768554688,900.3253784179688,935.5825805664062,1212.4307861328125,290.9093017578125,1148.85498046875,989.8016967773438,1427.9478759765625,152.76132202148438,1460.157958984375,1008.2327270507812,1583.3411865234375,402.1095886230469,1652.9688720703125,701.6091918945312,1727.3997802734375,263.9893798828125,1704.3218994140625,845.7548217773438,1856.1014404296875,172.5058135986328,1862.718017578125,725.0487670898438,1897.3455810546875,193.6809539794922,1909.1956787109375
sitting_down,2892,20210804_145925_deepfaked.mp4,305.8686828613281,143.10177612304688,316.8935546875,133.9774169921875,299.9649963378906,132.12379455566406,339.6165771484375,133.61190795898438,295.79095458984375,129.34683227539062,363.3878173828125,169.08653259277344,277.5712890625,168.13836669921875,376.9693603515625,236.85696411132812,257.25054931640625,232.98138427734375,355.77587890625,275.4554443359375,274.3743896484375,268.0464782714844,352.4491882324219,277.61688232421875,295.7835998535156,278.2121276855469,367.84466552734375,329.7548522949219,297.3330383300781,337.8004150390625,353.5970764160156,343.7342834472656,304.4318542480469,347.12493896484375
sitting_down,4107,20210804_145925_deepfaked.mp4,314.64892578125,150.28045654296875,325.3711242675781,141.25804138183594,307.947265625,138.26953125,345.2685852050781,135.21641540527344,300.3744812011719,128.8943328857422,364.6303405761719,171.23892211914062,280.0151062011719,167.3373260498047,374.46881103515625,237.5528106689453,251.99468994140625,222.57830810546875,349.0683898925781,281.3490295410156,247.73789978027344,245.47744750976562,348.9765319824219,279.0126647949219,293.99517822265625,277.8895263671875,356.1581115722656,334.79156494140625,293.6820373535156,344.3590087890625,344.5982666015625,353.82855224609375,294.7021789550781,357.4716796875
sitting_down,543,20210804_145925_deepfaked.mp4,310.601318359375,151.01177978515625,321.3162841796875,142.28244018554688,303.892578125,140.20172119140625,342.88970947265625,136.656494140625,298.0691223144531,132.44723510742188,364.7257385253906,166.8872833251953,279.1614990234375,167.05126953125,380.852294921875,234.18055725097656,259.1564025878906,235.70947265625,355.9712219238281,272.2592468261719,275.847900390625,272.43994140625,353.4188232421875,278.4322509765625,296.9873352050781,279.3084716796875,373.04315185546875,333.4412841796875,299.4157409667969,338.0347595214844,353.7193603515625,342.61846923828125,305.2979431152344,347.9802551269531
sitting_down,3081,20210804_145925_deepfaked.mp4,315.1284484863281,183.766845703125,327.9174499511719,176.8025360107422,310.4306335449219,170.18951416015625,352.9900817871094,171.18511962890625,307.5223693847656,156.2642059326172,373.92822265625,188.3141632080078,285.28997802734375,176.38934326171875,378.679931640625,253.75079345703125,244.91616821289062,238.3782501220703,352.27532958984375,284.885498046875,272.1521301269531,266.6581726074219,352.6063232421875,284.26141357421875,295.95849609375,279.28338623046875,359.68438720703125,328.489501953125,286.3377380371094,337.51885986328125,343.859619140625,332.24346923828125,291.9208679199219,341.24432373046875
sitting_down,5127,20210804_145925_deepfaked.mp4,312.0181884765625,144.25616455078125,321.95489501953125,134.68154907226562,305.2261962890625,133.55125427246094,342.2314453125,132.36279296875,298.6948547363281,130.134033203125,364.240234375,171.54527282714844,279.03155517578125,171.99427795410156,374.5528259277344,237.4159698486328,259.0524597167969,235.7152862548828,357.1150207519531,281.17962646484375,254.44358825683594,269.5137939453125,352.4358825683594,280.3258361816406,296.5201110839844,281.024169921875,365.5861511230469,336.050537109375,298.7004699707031,340.11578369140625,353.37762451171875,356.3783874511719,296.69671630859375,359.37640380859375
sitting_down,1512,20210804_145925_deepfaked.mp4,311.7591552734375,141.36846923828125,321.0848083496094,130.6147918701172,302.6128845214844,131.85289001464844,338.6114807128906,127.27352142333984,293.9958190917969,130.56007385253906,363.514404296875,166.0624237060547,278.2017517089844,169.443359375,382.40582275390625,235.61500549316406,256.96319580078125,235.25608825683594,353.106689453125,271.58428955078125,278.435791015625,270.6021728515625,352.91839599609375,278.1947021484375,296.810302734375,280.2419128417969,373.51788330078125,336.88897705078125,299.9451904296875,340.1224365234375,354.83660888671875,346.8987121582031,304.29541015625,351.744140625
sitting_down,534,20210804_145925_deepfaked.mp4,311.0750427246094,148.51553344726562,322.0220947265625,139.6652374267578,304.39117431640625,137.45675659179688,343.2930908203125,135.93675231933594,298.4490966796875,131.18267822265625,364.71124267578125,166.87991333007812,279.1044616699219,166.8115997314453,381.180908203125,232.92620849609375,258.634765625,234.78469848632812,357.6141052246094,272.1636962890625,274.8737487792969,272.3089599609375,353.8134765625,277.5946960449219,297.548583984375,278.6082763671875,374.4295959472656,330.90380859375,303.3883972167969,336.37432861328125,356.3662414550781,341.38818359375,307.8889465332031,346.556396484375
eating,162,8211909-hd_1080_1920_25fps.mp4,855.2137451171875,1082.3697509765625,925.0020141601562,1007.70849609375,785.3323974609375,998.5054321289062,978.2664184570312,959.5557861328125,594.57958984375,923.0432739257812,1007.9783935546875,1218.723388671875,313.2288818359375,1143.1322021484375,1018.2540893554688,1622.209716796875,171.15907287597656,1522.3031005859375,935.22509765625,1740.462158203125,430.4682312011719,1699.17333984375,778.0761108398438,1749.7518310546875,305.7367248535156,1724.4210205078125,814.676513671875,1840.2679443359375,133.76358032226562,1880.426513671875,733.389404296875,1894.809814453125,204.73814392089844,1920.0
sitting_down,1866,20210804_145925_deepfaked.mp4,307.4666748046875,147.81643676757812,318.8323669433594,139.42979431152344,301.3987731933594,136.77395629882812,341.4513854980469,137.072265625,296.78900146484375,131.158203125,364.317626953125,166.9168243408203,278.7718200683594,165.26698303222656,377.47607421875,233.10935974121094,259.9468688964844,232.1182861328125,353.9964599609375,270.92999267578125,277.9913024902344,267.5000915527344,352.4755859375,277.6296691894531,295.8171081542969,277.531494140625,370.3780517578125,329.3111572265625,296.8540344238281,334.39276123046875,353.7960510253906,339.5735168457031,303.8662109375,344.1090087890625
sitting_down,2733,20210804_145925_deepfaked.mp4,315.4324645996094,156.2001190185547,325.7979736328125,147.0052947998047,307.6385498046875,145.22955322265625,343.45501708984375,135.679443359375,297.3859558105469,132.16368103027344,363.3412780761719,169.56591796875,278.49737548828125,168.76426696777344,376.0830993652344,233.90310668945312,258.2066345214844,232.1940155029297,358.7823791503906,272.67523193359375,275.272705078125,267.4536437988281,351.389892578125,278.4859619140625,296.14739990234375,279.01947021484375,365.5621337890625,334.2638854980469,297.33111572265625,339.17279052734375,351.54052734375,342.80029296875,303.17218017578125,347.71099853515625
drinking_water,915,19697686-hd_1080_1920_60fps.mp4,498.1152648925781,724.01513671875,542.7131958007812,706.5360717773438,522.9832153320312,705.4553833007812,635.3701171875,807.306884765625,644.7284545898438,782.2528076171875,524.1912231445312,1062.82666015625,731.3259887695312,1055.1439208984375,219.878173828125,1070.843994140625,347.85235595703125,1093.3447265625,173.63526916503906,842.4199829101562,182.77488708496094,876.038818359375,519.8370361328125,1741.82666015625,681.0056762695312,1737.770263671875,393.2741394042969,1915.1947021484375,650.156005859375,1920.0,406.80029296875,1741.3743896484375,656.3977661132812,1773.7523193359375
sitting_down,3822,20210804_145925_deepfaked.mp4,317.29473876953125,151.4459228515625,328.2682189941406,142.02008056640625,309.4947204589844,139.56356811523438,344.66650390625,134.04324340820312,298.9134216308594,128.6304931640625,364.32147216796875,170.25674438476562,279.59100341796875,168.69798278808594,375.3795166015625,238.23806762695312,260.3037414550781,234.82884216308594,349.85186767578125,275.84112548828125,270.3128662109375,271.5499572753906,350.835205078125,278.71026611328125,296.0174255371094,278.8104553222656,363.498779296875,333.1775207519531,295.7475280761719,341.04583740234375,347.6630554199219,346.80133056640625,300.6426086425781,352.05340576171875
sitting_down,501,20210804_145925_deepfaked.mp4,321.645751953125,152.59011840820312,332.4954833984375,142.56842041015625,313.01568603515625,140.76840209960938,347.985107421875,134.589111328125,301.6611022949219,130.54530334472656,365.3546142578125,167.8068389892578,281.959716796875,167.9478759765625,381.04779052734375,234.55332946777344,256.51239013671875,237.07540893554688,353.43280029296875,272.19403076171875,288.2626953125,231.17153930664062,348.5188903808594,272.794189453125,294.9030456542969,272.97332763671875,352.7235107421875,323.9746398925781,289.22955322265625,327.1442565917969,338.3846130371094,338.27276611328125,296.90020751953125,340.931396484375
walking,264,19474120-uhd_2160_3840_30fps.mp4,983.5805053710938,1576.0859375,973.6183471679688,1543.681640625,991.9979248046875,1544.3145751953125,868.8228759765625,1562.8795166015625,1039.384521484375,1558.29541015625,776.5814819335938,1771.6446533203125,1140.748779296875,1767.8800048828125,709.9840087890625,2036.518798828125,1233.25927734375,2020.3250732421875,795.0685424804688,2191.676513671875,1204.279296875,2219.492431640625,842.0863037109375,2293.777587890625,1090.5711669921875,2281.7607421875,860.2218627929688,2643.1171875,1092.42431640625,2589.626708984375,895.7384033203125,2984.455810546875,1043.1851806640625,2804.585693359375
sitting_down,798,20210804_145925_deepfaked.mp4,311.088134765625,149.65789794921875,322.1983947753906,141.0420379638672,305.1628112792969,138.07333374023438,344.45257568359375,137.94781494140625,300.2416076660156,131.4626007080078,366.3184814453125,167.91552734375,280.8968200683594,165.46640014648438,381.92950439453125,235.0096893310547,262.571533203125,232.3088836669922,355.9849853515625,271.939453125,272.117431640625,271.94061279296875,352.8570251464844,274.8600158691406,296.6688537597656,274.25146484375,371.4669494628906,326.30194091796875,293.6529235839844,330.77252197265625,351.4892883300781,341.2762451171875,303.6644592285156,344.6529235839844
sitting_down,2748,20210804_145925_deepfaked.mp4,315.696533203125,156.23414611816406,326.1445007324219,146.74813842773438,307.8407287597656,144.61476135253906,343.29449462890625,135.12274169921875,297.4873962402344,130.97802734375,364.32598876953125,169.91831970214844,278.41558837890625,168.8923797607422,375.41595458984375,236.24139404296875,257.0526123046875,232.97146606445312,354.302490234375,274.5533447265625,274.5582580566406,267.4409484863281,351.9815979003906,278.4617919921875,296.3268127441406,278.9571533203125,365.682373046875,334.2680969238281,296.7845764160156,342.223876953125,351.583251953125,343.84234619140625,300.45599365234375,349.9146423339844
sitting_down,234,20210804_145925_deepfaked.mp4,320.73614501953125,153.26063537597656,331.288818359375,142.7423095703125,311.6405029296875,141.88134765625,345.114501953125,131.44244384765625,298.6661071777344,129.74468994140625,365.183349609375,167.98309326171875,279.8935241699219,168.23544311523438,380.86627197265625,235.2168731689453,261.84600830078125,234.51589965820312,351.98870849609375,269.4199523925781,275.02276611328125,267.8484802246094,351.58648681640625,277.73223876953125,296.717529296875,278.06536865234375,366.7582092285156,330.5324401855469,295.5180969238281,332.7807312011719,346.4251708984375,334.109619140625,303.7462463378906,339.331787109375
sitting_down,1257,20210804_145925_deepfaked.mp4,311.2046813964844,151.2574920654297,321.66009521484375,142.40240478515625,304.07354736328125,140.76368713378906,342.67236328125,135.96302795410156,297.4679260253906,132.79385375976562,364.743408203125,167.11170959472656,278.77508544921875,166.74957275390625,381.2588806152344,235.0590362548828,256.3912048339844,233.3094940185547,352.3955078125,270.2601623535156,274.5340270996094,269.2792663574219,352.72222900390625,278.2182312011719,296.2510681152344,278.773681640625,371.51055908203125,331.8124084472656,298.8338317871094,335.9720153808594,351.6109313964844,340.9107360839844,304.7595520019531,346.5589294433594
sitting_down,3426,20210804_145925_deepfaked.mp4,317.1841735839844,155.84713745117188,327.70123291015625,146.7705078125,309.38055419921875,144.80979919433594,345.00091552734375,136.03848266601562,298.9541015625,131.97427368164062,364.2191162109375,170.43142700195312,279.717529296875,168.1772918701172,374.4478454589844,238.74429321289062,259.6394348144531,232.50953674316406,350.1545104980469,277.20867919921875,270.966796875,270.7459716796875,351.3371887207031,278.9402160644531,296.7332763671875,278.6317138671875,362.64599609375,335.73468017578125,298.33319091796875,340.9193115234375,348.65618896484375,348.8883361816406,303.9620666503906,353.40234375
sitting_down,5289,20210804_145925_deepfaked.mp4,303.18023681640625,146.28012084960938,313.86688232421875,137.86557006835938,298.1024169921875,135.62774658203125,337.4658203125,135.341796875,294.9173889160156,130.66140747070312,361.8023376464844,173.626708984375,275.9326171875,171.7808380126953,385.0452880859375,241.10879516601562,252.501708984375,237.89500427246094,341.4197082519531,255.17550659179688,290.52655029296875,253.9715576171875,346.4064636230469,279.4691162109375,288.51409912109375,278.33160400390625,358.1660461425781,318.3663024902344,273.3063049316406,319.864501953125,344.48907470703125,328.0301208496094,292.88812255859375,330.44775390625
